myoclonic epilepsy	CUI=C0014550	PREF=Myoclonic Epilepsy	TUI=T047	STY=Disease or Syndrome
epileptic dementia with behavioral disturbance (disorder)	CUI=C4075972	PREF=Epileptic dementia with behavioral disturbance	TUI=T048	STY=Mental or Behavioral Dysfunction	Epilepsy=Yes
epileptic dementia with behavioural disturbance	CUI=C4075972	PREF=Epileptic dementia with behavioral disturbance	TUI=T048	STY=Mental or Behavioral Dysfunction	Epilepsy=Yes
autosomal dominant cortical myoclonus and epilepsy	CUI=C4273988	PREF=Benign adult familial myoclonic epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
bafme - benign adult familial myoclonic epilepsy	CUI=C4273988	PREF=Benign adult familial myoclonic epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
benign adult familial myoclonic epilepsy	CUI=C4273988	PREF=Benign adult familial myoclonic epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
benign adult familial myoclonic epilepsy (disorder)	CUI=C4273988	PREF=Benign adult familial myoclonic epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
benign adult familial myoclonus epilepsy	CUI=C4273988	PREF=Benign adult familial myoclonic epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
x-linked epilepsy with learning disability and behavior disorder syndrome	CUI=C4273990	PREF=X-linked epilepsy with learning disability and behavior disorder syndrome	TUI=T048	STY=Mental or Behavioral Dysfunction	Epilepsy=Yes
x-linked epilepsy with learning disability and behavior disorder syndrome (disorder)	CUI=C4273990	PREF=X-linked epilepsy with learning disability and behavior disorder syndrome	TUI=T048	STY=Mental or Behavioral Dysfunction	Epilepsy=Yes
x-linked epilepsy with learning disability and behaviour disorder syndrome	CUI=C4273990	PREF=X-linked epilepsy with learning disability and behavior disorder syndrome	TUI=T048	STY=Mental or Behavioral Dysfunction	Epilepsy=Yes
female restricted epilepsy with intellectual disability syndrome	CUI=C4274335	PREF=Female restricted epilepsy with intellectual disability syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
female restricted epilepsy with intellectual disability syndrome (disorder)	CUI=C4274335	PREF=Female restricted epilepsy with intellectual disability syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy with eyelid myoclonia	CUI=C4274731	PREF=Jeavons syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
generalised epilepsy with eyelid myoclonia	CUI=C4274731	PREF=Jeavons syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
jeavons syndrome	CUI=C4274731	PREF=Jeavons syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
jeavons' syndrome	CUI=C4274731	PREF=Jeavons syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
adolescent benign focal crisis	CUI=C4275141	PREF=Benign focal seizure of adolescence	TUI=T047	STY=Disease or Syndrome	
benign focal seizure of adolescence	CUI=C4275141	PREF=Benign focal seizure of adolescence	TUI=T047	STY=Disease or Syndrome	
benign focal seizure of adolescence (disorder)	CUI=C4275141	PREF=Benign focal seizure of adolescence	TUI=T047	STY=Disease or Syndrome	
CAE	CUI=C4281785	PREF=Childhood absence epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
childhood absence epilepsy	CUI=C4281785	PREF=Childhood absence epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
Petit-mal epilepsy	CUI=C4281785	PREF=Childhood absence epilepsy	TUI=T047	STY=Disease or Syndrome	
Pyknolepsy	CUI=C4281785	PREF=Childhood absence epilepsy	TUI=T047	STY=Disease or Syndrome	
celiac disease with epilepsy and cerebral calcification syndrome	CUI=C4302597	PREF=Celiac disease with epilepsy and cerebral calcification syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
coeliac disease with epilepsy and cerebral calcification syndrome	CUI=C4302597	PREF=Celiac disease with epilepsy and cerebral calcification syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
aphasia co-occurrent with epilepsy	CUI=C4302729	PREF=Aphasia co-occurrent with epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
aphasia co-occurrent with epilepsy (disorder)	CUI=C4302729	PREF=Aphasia co-occurrent with epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
al gazali nair syndrome	CUI=C4302824	PREF= Osteogenesis imperfecta, retinopathy, seizures, intellectual disability syndrome	TUI=T047	STY=Disease or Syndrome	
osteogenesis imperfecta, retinopathy, seizures, intellectual disability syndrome	CUI=C4302824	PREF= Osteogenesis imperfecta, retinopathy, seizures, intellectual disability syndrome	TUI=T047	STY=Disease or Syndrome	
osteogenesis imperfecta, retinopathy, seizures, intellectual disability syndrome (disorder)	CUI=C4302824	PREF= Osteogenesis imperfecta, retinopathy, seizures, intellectual disability syndrome	TUI=T047	STY=Disease or Syndrome	
dend (developmental delay, epilepsy, neonatal diabetes) syndrome	CUI=C4303593	PREF=Developmental delay, epilepsy, neonatal diabetes syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
dend syndrome	CUI=C4303593	PREF=Developmental delay, epilepsy, neonatal diabetes syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
developmental delay, epilepsy, neonatal diabetes syndrome	CUI=C4303593	PREF=Developmental delay, epilepsy, neonatal diabetes syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
developmental delay, epilepsy, neonatal diabetes syndrome (disorder)	CUI=C4303593	PREF=Developmental delay, epilepsy, neonatal diabetes syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
sudden unexpected death in epilepsy	CUI=C4304727	PREF=Sudden unexpected death in epilepsy	TUI=T033	STY=Finding	Epilepsy=Yes
SUDEP	CUI=C4304727	PREF=Sudden unexpected death in epilepsy	TUI=T033	STY=Finding	Epilepsy=Yes
myoclonic epileptic seizures	CUI=C4317123	PREF=Myoclonic Seizures	TUI=T184	STY=sign or symptom	
myoclonic seizure	CUI=C4317123	PREF=Myoclonic Seizures	TUI=T184	STY=sign or symptom	
myoclonic seizure disorder	CUI=C4317123	PREF=Myoclonic Seizures	TUI=T184	STY=sign or symptom	
myoclonic seizures	CUI=C4317123	PREF=Myoclonic Seizures	TUI=T184	STY=sign or symptom	
myoclonic seizures	CUI=C4317123	PREF=Myoclonic Seizures	TUI=T184	STY=sign or symptom	
JAE	CUI=C4317339	PREF=Juvenile absence epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
juvenile absence epilepsy	CUI=C4317339	PREF=Juvenile absence epilepsy	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
microcephaly, seizure, intellectual disability, heart disease syndrome	CUI=C4509817	PREF=Microcephaly, seizure, intellectual disability, heart disease syndrome	TUI=T047	STY=Disease or Syndrome	
microcephaly, seizure, intellectual disability, heart disease syndrome (disorder)	CUI=C4509817	PREF=Microcephaly, seizure, intellectual disability, heart disease syndrome	TUI=T047	STY=Disease or Syndrome	
severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	CUI=C4510007	PREF=Microcephaly, seizure, intellectual disability, heart disease syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome (disorder)	CUI=C4510007	PREF=Microcephaly, seizure, intellectual disability, heart disease syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
infant epilepsy with migrant focal crisis	CUI=C4510564	PREF=Infant epilepsy with migrant focal crisis	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
infant epilepsy with migrant focal crisis (disorder)	CUI=C4510564	PREF=Infant epilepsy with migrant focal crisis	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to immune disorder	CUI=C4510729	PREF=Epilepsy due to immune disorder	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to immune disorder (disorder)	CUI=C4510729	PREF=Epilepsy due to immune disorder	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to infectious disease of central nervous system	CUI=C4510970	PREF=Epilepsy due to infectious disease of central nervous system	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to infectious disease of central nervous system (disorder)	CUI=C4510970	PREF=Epilepsy due to infectious disease of central nervous system	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy co-occurrent and due to degenerative brain disorder	CUI=C4511049	PREF=Epilepsy co-occurrent and due to degenerative brain disorder	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy co-occurrent and due to degenerative brain disorder (disorder)	CUI=C4511049	PREF=Epilepsy co-occurrent and due to degenerative brain disorder	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy with degenerative brain disorder	CUI=C4511049	PREF=Epilepsy co-occurrent and due to degenerative brain disorder	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy co-occurrent and due to demyelinating disorder	CUI=C4511050	PREF=Epilepsy co-occurrent and due to demyelinating disorder	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy co-occurrent and due to demyelinating disorder (disorder)	CUI=C4511050	PREF=Epilepsy co-occurrent and due to demyelinating disorder	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy with demyelinating disorder	CUI=C4511050	PREF=Epilepsy co-occurrent and due to demyelinating disorder	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
focal myoclonus	CUI=C4511434	PREF=focal myoclonus	TUI=T033	STY=Finding	
focal myoclonus (finding)	CUI=C4511434	PREF=focal myoclonus	TUI=T033	STY=Finding	
epilepsy due to intracranial neoplasm	CUI=C4511576	PREF=Epilepsy due to intracranial tumor	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to intracranial tumor	CUI=C4511576	PREF=Epilepsy due to intracranial tumor	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to intracranial tumor (disorder)	CUI=C4511576	PREF=Epilepsy due to intracranial tumor	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to intracranial tumour	CUI=C4511576	PREF=Epilepsy due to intracranial tumor	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to perinatal anoxic-ischaemic brain injury	CUI=C4511577	PREF=Epilepsy due to perinatal anoxic-ischemic brain injury	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to perinatal anoxic-ischemic brain injury	CUI=C4511577	PREF=Epilepsy due to perinatal anoxic-ischemic brain injury	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to perinatal anoxic-ischemic brain injury (disorder)	CUI=C4511577	PREF=Epilepsy due to perinatal anoxic-ischemic brain injury	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to perinatal hypoxic ischaemic encephalopathy	CUI=C4511577	PREF=Epilepsy due to perinatal anoxic-ischemic brain injury	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to perinatal hypoxic ischemic encephalopathy	CUI=C4511577	PREF=Epilepsy due to perinatal anoxic-ischemic brain injury	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy co-occurrent and due to mesial temporal sclerosis	CUI=C4511904	PREF=Epilepsy co-occurrent and due to mesial temporal sclerosis	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy co-occurrent and due to mesial temporal sclerosis (disorder)	CUI=C4511904	PREF=Epilepsy co-occurrent and due to mesial temporal sclerosis	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy with mesial temporal sclerosis	CUI=C4511904	PREF=Epilepsy co-occurrent and due to mesial temporal sclerosis	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
autism spectrum disorder, epilepsy, arthrogryposis syndrome	CUI=C4518080	PREF=autism spectrum disorder, epilepsy, arthrogryposis syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
autism spectrum disorder, epilepsy, arthrogryposis syndrome (disorder)	CUI=C4518080	PREF=autism spectrum disorder, epilepsy, arthrogryposis syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
slc35a3-cdg - solute carrier family 35 member a3 congenital disorder of glycosylation	CUI=C4518080	PREF=autism spectrum disorder, epilepsy, arthrogryposis syndrome	TUI=T047	STY=Disease or Syndrome	
epilepsy due to cerebrovascular accident	CUI=C4518323	PREF=Epilepsy due to cerebrovascular accident	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to cerebrovascular accident (disorder)	CUI=C4518323	PREF=Epilepsy due to cerebrovascular accident	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy due to stroke	CUI=C4518323	PREF=Epilepsy due to cerebrovascular accident	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy telangiectasia syndrome	CUI=C4518554	PREF=epilepsy telangiectasia syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy telangiectasia syndrome (disorder)	CUI=C4518554	PREF=epilepsy telangiectasia syndrome	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
myoclonus, cerebellar ataxia, deafness syndrome	CUI=C4518566	PREF=Myoclonus, cerebellar ataxia, deafness syndrome	TUI=T047	STY=Disease or Syndrome	
myoclonus, cerebellar ataxia, deafness syndrome (disorder)	CUI=C4518566	PREF=Myoclonus, cerebellar ataxia, deafness syndrome	TUI=T047	STY=Disease or Syndrome	
epilepsy of infancy with migrating focal seizures	CUI=C4518639	PREF=Epilepsy of infancy with migrating focal seizures	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
epilepsy of infancy with migrating focal seizures (disorder)	CUI=C4518639	PREF=Epilepsy of infancy with migrating focal seizures	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
Focal emotional seizure	CUI=C4732752	PREF=Focal emotional seizure	TUI=T047	STY=Disease or Syndrome	Epilepsy=Yes
